"","X1_LD","X2_LDV","X3_SD","X4_SDV","X5_FT10","X6_FT16","X7_FT22","X40_2W","X42_8W","X43_FLC","X44_FRI","X45_8W.GH.FT","X46_8W.GH.LN","X47_0W.GH.FT","X57_FT.Field","X58_FT.Diameter.Field","X59_FT.GH","X60_FT.Duration.GH","X61_LC.Duration.GH","X62_LFS.GH","X63_MT.GH","X64_RP.GH","X65_At1","X66_At1.CFU2","X67_As","X68_As.CFU2","X69_Bs","X70_Bs.CFU2","X71_At2","X72_At2.CFU2","X73_As2","X74_As2.CFU2","X80_LN10","X81_LN16","X82_LN22","X161_Germ.10","X162_Germ.16","X163_Germ.22","X164_Width.10","X165_Width.16","X166_Width.22","X167_Chlorosis.10","X168_Chlorosis.16","X169_Chlorosis.22","X170_Anthocyanin.10","X171_Anthocyanin.16","X172_Anthocyanin.22","X173_Leaf.serr.10","X174_Leaf.serr.16","X175_Leaf.serr.22","X176_Leaf.roll.10","X177_Leaf.roll.16","X178_Leaf.roll.22","X179_Rosette.Erect.22"
"5837",41.875,25,75.6667,42.3333,57,50,43,28,20.2,0.813,2.4135,27.6,15.8,34.1,158.042,25.1824,34.8845,22.505,72.08,57.1281,14.6875,37.0721,0.5,5.331,1,3.528,5.333,4.222,0.167,3.711,0,5.055,21,28,23,7,4,2,4.5,8.5,10.5,0,1,1,0,1,0,0.5,1,1,1,1,0,0
"6008",26,24.6667,69.6667,58,60,41,24,16,17.2,0.018,0.243,25.2,15,25.2,166.69,26.0618,24.379,16.4742,58.0526,41.0804,16.5362,33.3679,1.333,3.102,0.167,4.451,2.333,3.781,0,5.351,0.5,5.055,24,13,13,5,3,2,2.4,8.2,6.2,0,1,1,0,0,0,0.5,0,0,1,0,0,0
"6009",200,47,NA,74.6667,98,151,250,125,31.5,0.939,1.3987,35.9,24.1,200,180.792,26.0843,163.224,NA,NA,NA,NA,NA,1,3.936,2.5,5.091,1.5,5.556,4.6,4.406,0.25,5.144,31,79,178,5,4,4,2.4,7.8,7.7,1,1,1,0,0,1,0,0,0,0,0,0,1
"6016",83.0417,35,200,55,75,101,113,78.2,30.8,2.084,1.89,NA,NA,200,180.088,21.4814,125.997,NA,NA,NA,NA,NA,0.667,3.82,0.333,4.577,4,4.981,1.4,3.737,0.667,4.675,38,50,64,7,3,2,2.8,6.5,9.5,1,1,1,0,1,1,0,0,0.75,0,0,0,1
"6040",200,43.2,200,78,71,92,87,72.4,33,2.321,1.901,33.3,30.4,86,187.514,28.4487,65.1273,32.6043,111.196,97.3101,13.1144,45.7053,0.667,3.362,0.5,5.176,1.333,4.721,0.667,4.078,0.333,4.816,35,37,74,7,3,2,1.8,6.2,9.7,0,0,1,0,0,0,0.5,0,0.5,0,0,0,1
"6042",29.1667,28,83.3403,53.6667,56,35,29,17.6,16.6,0.052,0.425,26.4,16.1,23,152.963,29.1316,24.4555,21.1135,62.6891,45.6661,16.9943,38.2066,1.333,5.325,0.333,4.391,5.5,6.187,0.167,3.354,0,4.714,17,13,9,5,3,2,2,8.5,9,1,1,1,0,1,0,0.5,1,1,0,0,0,0
"6043",200,52.8333,200,99,90,174,250,125,NA,1.49,1.7791,43.4,37.9,200,173.259,27.0311,166.469,NA,NA,NA,NA,NA,1.167,5.117,0.667,4.589,1.5,4.848,0.5,4.103,0.667,3.835,48,82.5,180,5,3,2,3.8,7.2,8.5,0,1,0,1,1,1,0.75,1,1,0,0,0,1
"6046",200,51.25,200,117.2,93,150,250,NA,36.8,3.324,4.3861,42,38,200,170.863,27.4397,NA,NA,NA,NA,NA,NA,1.833,3.939,1,4.757,3.75,4.187,0.833,3.613,1.667,5.177,44,94,184,5,4,2,3.2,7.2,8.6,0,1,0,0,1,1,0,0.75,1,0,0,0,0.5
"6064",200,42,200,NA,96,201,250,125,26.9,1.234,0.838,37.1,27.6,200,188.772,21.7971,166.221,NA,NA,127.604,NA,NA,0.5,3.482,0,4.323,6.333,5.027,1.333,5.669,1.833,4.127,46,116,124,7,3,2,2.4,6.2,11.2,1,1,1,0,1,1,0.75,0.75,1,0,0,0,1
"6074",200,43.6,200,135.333,91,97,123,125,43.8,1.628,1.112,NA,NA,200,174.899,31.2103,103.574,12.3641,115.924,116.162,-0.492884,11.8976,3,3.985,4.2,4.76,5.75,5.889,1.8,4.147,2.833,5.657,37,42,158,7,3,2,2.5,7.2,15,0,0,0,0,0,1,0.75,0.75,0.75,0,0,0,1
"6243",35.8403,24.75,98.2014,50,56,41,29,21.6,19.4,0.248,1.358,25.1,14.9,27,163.691,39.2225,28.3952,27.1637,73.2639,55.5621,18.3128,45.1504,2.833,5.36,0.2,5.5,6.5,3.204,1,4.965,0.833,6.024,23,16,15,7,3,2,2.7,8.6,12.7,0,0,1,0,0,0,0.5,0.5,0,0,0,0,0
"6709",33.6736,26.5,96.7014,61,52,43,39,24.8,17.1,0.548,1.069,24.6,16.4,26.6,160.507,35.3529,25.4878,19.5004,66.4341,44.8206,21.7177,41.2736,1.167,3.771,1.5,3.221,7.167,3.395,0,4.388,2.5,5.742,19,18,23,7,3,2,2,6.2,11,0,0,0,0,1,1,1,1,1.5,0,0,0,0
"6897",45.2083,25.5,200,72.5,62,58,68,49,21.8,2.867,1.0283,32.1,22.1,37.8,167.626,20.8338,50.0923,34.1135,97.2416,84.3481,12.6199,47.049,0.333,4.19,3.5,2.638,7.667,5.96,3,4.596,1.5,4.688,21,41,79,5,4,3,3.6,7.3,11.5,0,1,1,0,1,0,0,0.5,0.5,1,0,0,1
"6898",26.3403,20.4,67.8333,48.1667,41,26,25,15.2,16.8,0.111,1.3907,21.9,11.2,21.8,151.215,42.1358,20.7882,22.0552,65.0562,42.8175,22.147,44.2211,3.333,5.183,0.833,5.619,6.833,4.894,2,4.874,3.167,5.564,12,9,9,5,3,2,4.2,5,4.4,0,0,0,0,0,0,0.5,0,0,1,0,0,0
"6899",27.5,23.1667,88.5208,79.3333,54,34,25,18.6,14.5,0.196,0.3372,24.5,13.5,23.7,153.283,37.939,26.5923,21.0746,64.646,47.7685,16.7447,38.0255,1.833,5.844,2.167,5.34,5.5,5.446,2.167,5.023,1.833,5.968,18,11,8,7,4,2,3.4,9.5,10.5,0,1,1,0,0,0,0,0.5,1,1,1,0,1
"6900",200,33.5,200,107.5,90,171,250,125,25.2,1.113,2.7299,28.7,21.7,200,182.283,21.1494,165.154,NA,NA,NA,NA,NA,3,3.998,4.833,6.168,6.5,4.67,1.667,3.634,4.5,5.065,48,76,156,5,3,2,2.6,5.5,7.5,0,1,1,0,0,0,0,0,0,0,0,0,1
"6901",200,30.2,200,61.5,86,169,250,NA,31.8,1.473,3.1047,36.5,20,200,182.402,19.7076,NA,NA,NA,NA,NA,NA,2.333,2.026,1.833,2.262,6.667,4.773,3.5,2.672,0.667,3.611,36,74,119,5,3,3,2.9,5.2,8.5,0,0,0,0,0,0,0,0,0,0,0,0,1
"6903",38.5278,23.8333,88.5139,56.8333,57,52,38,23.6,17.9,0.369,1.5878,25.7,16.9,30,165.998,26.7362,35.4095,19.2801,68.0131,54.7303,13.3966,32.607,1.833,4.359,1.167,5.464,7.167,4.05,1,5.324,0.5,5.6,24,28,20,7,4,2,3.6,7.2,12,0,1,1,0,1,0,1,1,1,0,1,0,1
"6904",92.5347,23.3333,110.042,36.8333,66,77,66,41,17.1,6.27,2.0591,26.4,17.4,69.9,145.313,36.9139,48.3199,23.0071,91.7904,73.9376,17.7755,40.7945,1.333,3.939,2,4.719,8,2.829,1.333,4.579,0.667,5.05,23,50,69,7,4,3,4.4,7.3,9.4,1,0,1,0,1,0,0.75,0.5,0.5,1,0,1,1
"6905",32,35.1667,101.042,76.3333,65,50,44,34.4,28.8,0.445,1.1803,NA,NA,37.1,181.049,33.0302,32.6968,21.3578,73.4815,54.1202,18.7587,40.4585,0.333,4.16,1.833,4.566,6.667,5.292,0.833,4.984,0.5,4.819,28,33,24,5,3,2,4.6,9.4,11,0,0,0,0,0,1,1,1,1,0,0,0,1
"6906",28.6667,18.6667,61.8333,27,43,38,46,23.2,13.5,1.264,1.3541,23.5,12.5,32.2,114.658,28.4476,30.4244,15.7219,64.1611,46.1034,18.6897,33.8987,4.167,5.421,3.667,3.557,6.833,4.518,5.5,4.938,1.833,4.924,14,25,32,5,3,3,4.8,6.5,7.5,0,1,1,0,0,1,0.5,1,1,0,0,0,1
"6907",46.8681,30.1667,102.542,53.6667,58,57,53,38,24.7,0.857,1.4871,32.3,21.3,35.4,167.833,40.0578,38.318,25.9337,75.5732,61.7463,14.4277,39.7945,0.333,3.343,0,4.495,4.2,3.869,0,3.816,0,3.871,21,53,44,5,3,2,4.2,8.4,8.9,0,1,1,0,0,0,0,0.5,0.75,1,0,0,1
"6908",35.5069,23,95.6333,62.25,49,49,42,27,17.7,1.293,1.3286,26.9,17.3,32.1,158.991,28.1767,37.4853,19.3303,71.5878,56.7456,15.6732,34.4366,4.167,5.492,2.833,4.107,9.833,5.025,1.5,4.275,2.167,4.795,21,28,37,5,4,2,4.2,8.2,11.5,0,1,1,0,1,0,1,0.5,1,1,0,0,1
"6909",27.3333,23,93.825,56.8333,51,32,32,21.6,18.6,0.127,1.2302,27.2,15.1,27.3,172.708,32.2605,25.5152,19.7413,62.6517,45.2227,17.2997,37.0544,2.333,5.036,1.667,5.779,9.75,4.247,1.5,5.717,3.5,5.692,13,12,15,5,3,2,4.5,9,11.2,0,1,1,0,1,0,0,0.75,1,1,1,0,0
"6910",26.8333,21.6667,69.1667,34.5,49,37,26,18.8,16.1,0.035,0.3132,24.1,11.9,27.9,148.116,22.5622,26.5463,18.8578,62.6798,45.5713,17.1191,36.078,1,3.706,0.5,2.696,4,2.596,1.667,4.661,3.833,4.902,17,12,9,5,3,2,4.5,7,9.5,1,1,1,1,1,0,1,1,1.5,1,1,0,0
"6911",31.6667,22,62,26.3333,46,53,39,24.2,18,2.179,2.2244,25,8.3,36.3,111.225,30.0511,26.1398,20.3687,63.9585,46.7079,17.5535,37.9699,0.5,2.721,0.5,3.664,3.667,4.17,0,3.304,0,3.766,12,18,13,5,3,3,6,7,11,0,0,0,1,0,0,0,0,0,0,0,0,1
"6913",200,40.5,200,NA,99,252,250,125,NA,1.846,2.115,NA,NA,200,179.799,21.671,NA,NA,NA,NA,NA,NA,1.5,2.719,1,4.824,2,5.093,0.667,4.325,2.167,4.157,34,88,168,5,3,2,4.3,7,5.7,0,0,0,0,0,1,0,0.75,0.75,0,0,0,1
"6914",140.354,35.5,108.708,53.5,73,85,99,60,28.3,1.811,0.8065,31.2,20.9,75,178.057,33.1322,93.0026,NA,NA,NA,NA,NA,1.5,3.42,0.333,3.794,7,1.449,3.167,5.061,1.5,4.485,41,41,77,7,3,2,5,8.5,10,0,0,1,0,0,1,1,0.75,1,0,1,0,1
"6915",41.2014,30.1667,101.031,55.6667,53,48,46,NA,22.4,0.463,1.2478,29.4,18.6,37.8,179.26,29.6225,37.1818,22.3189,75.8766,59.5483,15.6479,38.3679,1,5.082,0.333,4.401,4.667,4.953,1.167,4.388,2,5.093,20,30,34,5,3,2,5,8.5,10.5,0,1,1,1,0,0,1,0.5,0.5,0,0,1,1
"6916",25.5,27.1667,89.6875,68.3333,63,35,26,20.2,20.3,0.073,1.3893,27,17.8,24.7,182.328,48.3825,24.7756,24.5358,66.9909,49.2125,17.6552,41.5071,0.667,2.591,2.833,4.021,6.667,4.398,3.5,5.215,1.667,5.032,19,15,9,7,4,3,3.3,6.6,10,0,1,1,0,0,0,1,0,0,0,0,0,0
"6917",200,52,200,171.5,121,222,230,125,32.6,1.287,1.8538,37.2,28.9,200,183.293,31.6753,167.759,NA,NA,NA,NA,NA,1.167,3.592,0.833,5.136,3.25,5.326,4,5.197,1.333,4.832,85,148,160,7,4,4,3.6,8.5,10,0,0,1,0,0,1,0,0.75,1,1,0,0,0
"6918",200,53,200,200,108,135,250,125,42,0.951,1.8848,NA,NA,200,180.41,27.7529,168.038,NA,NA,NA,NA,NA,2.667,5.502,3,4.875,4.667,6.242,1.5,5.177,1.167,4.087,65,185,185,5,3,3,4.5,9,9.5,0,1,1,0,1,1,0,1,1,1,0,0,0
"6919",34.6667,24.3333,101.542,49.5,71,46,47,25.6,17.6,0.7,0.396,25.3,16.5,31,167.811,32.3197,30.1221,21.2413,66.5972,51.4199,16.0205,36.7935,0.667,2.443,1.6,3.439,8,3.965,0.5,4.814,1.833,4.884,24,38,28,7,4,2,3.9,6.2,9.2,0,0,1,0,0,1,0.75,0.75,1.5,0,0,0,0
"6920",157.681,44.6667,200,66.1667,71,98,75,55.6,31.9,0.802,0.9328,34.7,26.4,77.8,184.898,30.1706,70.0326,38.7135,125.834,109.776,17.2558,55.8976,0.5,4.506,1.167,3.637,7,4.141,0.167,5.146,0.5,4.756,30,52,54,5,3,2,6,10.3,13,0,0,0,0,0,0,0,0,0.5,0,1,1,1
"6921",162.514,41.6667,200,71,64,98,93,NA,NA,0.835,0.9747,37.8,27.8,73.3,180.514,31.1824,103.141,11.9388,129.321,128.717,5.87399,20.7562,0.667,4.826,0.5,4.775,4.5,4.623,0.333,4.611,0.5,4.924,24,51,48,5,3,2,4.8,9.5,12,0,0,1,0,0,0,0,0,0.5,0,0,1,1
"6922",27.5,25,70.1667,45,48,31,32,20.6,18.7,0.125,1.0577,26.2,16.1,27.1,163.525,31.8109,26.1377,20.175,68.5261,46.1646,22.5222,42.5834,2,3.207,1.833,4.482,4.333,4.257,0.333,4.875,1.5,4.081,14,12,16,5,3,2,3.7,8,11,0,0,0,1,1,0,NA,0.5,1,0,0,0,0
"6923",25.1667,23,106.375,59.8,44,42,31,18.4,14.6,0.289,0.9374,24.5,11.4,22.2,151.954,29.3017,25.2733,17.9923,59.8314,42.6722,16.8704,34.7265,0.5,5.186,2.667,4.638,5.5,4.103,0.333,5.616,0,4.994,17,12,13,5,3,3,3.7,8,8.2,0,1,0,0,1,1,0.5,0.5,0.5,1,0,0,1
"6924",28.8333,24.3333,84.1806,48.3333,49,40,47,31,NA,0.071,1.0266,27.2,15.5,29.7,157.11,36.843,29.4555,19.6054,63.0842,48.975,13.9254,33.6305,0,5.012,1,4.024,1.833,4.183,1.333,4.042,0.667,5.516,17,23,24,5,3,3,4,7.6,12.2,1,0,0,1,1,1,1,1,1,1,0,0,0
"6926",31.6667,22.6667,84.6736,35.8333,49,45,41,NA,NA,0.383,0.6407,26.3,13.6,31.9,154.752,30.6287,30.2434,22.1248,62.0749,52.3083,9.46724,31.7827,0.333,4.14,2.5,3.941,8.667,4.252,0.333,3.374,0,4.738,15,15,19,5,3,2,4.2,10.2,10.3,0,0,0,0,1,1,0,1,1,1,0,0,1
"6927",57.4417,30.5,200,72.8333,51,61,72,NA,48.6,0.382,1.8628,37.9,33.3,55.8,178.072,37.9966,66.3342,32.6717,105.131,99.1584,6.70116,39.0218,3.333,4.269,1.5,5.291,6.667,3.713,2.333,5.303,1.333,4.319,15,45,89,5,3,2,3.6,7.3,9.2,0,1,0,0,0,1,0,0.75,1,1,1,0,1
"6928",38.5208,30.1667,117.292,71,55,57,51,53,33,0.068,1.0219,33.3,21,45,155.385,47.7742,39.0463,26.2835,81.4212,65.0698,16.7439,42.6649,2.167,3.761,1.5,4.821,6,4.122,2,5.258,0.167,4.257,19,44,41,7,3,3,4.2,9.5,10.2,0,0,0,0,0,0,0.75,0.75,1,1,1,0,1
"6929",45.0417,27.6,86.5069,42.8333,71,56,44,24,19.1,1.02,0.825,29.3,13.6,46.1,181.536,22.4096,38.9847,32.8167,92.7655,70.978,20.967,54.2687,1.4,4.194,2.333,4.34,3.833,4.136,1.333,5.481,0.5,4.067,20,38,19,7,3,2,6.5,9.2,11,0,1,1,0,1,0,1,1.5,1.5,1,1,0,1
"6930",35.6806,19.8333,85.4167,33,49,54,40,19.4,13.3,0.463,0.669,23.2,11.6,25.9,160.12,23.3539,34.1935,25.408,76.4327,60.185,16.9525,42.5307,6.667,5.625,5,3.854,8.167,2.755,8.333,4.817,8.5,2.96,13,43,23,5,3,2,3.9,8.5,9.5,0,0,1,1,0,0,1.5,1,1.5,1,1,1,1
"6931",31,22,83.1806,42.1667,46,37,30,20.6,14.4,0.106,0.512,24.6,12.3,25.6,179.882,19.7697,34.5953,22.8269,74.2731,57.3211,16.6227,39.6502,0.667,5.556,0.833,4.854,8.333,4.414,0.833,3.838,0.333,4.651,12,10,15,5,3,2,4,8.9,9.5,0,0,1,0,0,0,1.5,1.5,1.5,0,0,1,1
"6932",26.8333,24.3333,75.5069,61.2,51,36,27,22.2,18.7,0.111,0.3406,29,14.2,27.7,157.905,22.9508,25.5313,20.0586,62.7358,45.2915,17.4254,37.3787,5.667,3.905,7.5,3.091,9.5,2.397,4.333,5.237,6.333,5.838,17,9,11,5,3,2,4.6,8.5,6.5,0,0,1,1,0,0,0,0,0,0,1,0,0
"6933",46.0347,22,76,37.6667,56,52,55,27.4,15.6,2.597,1.3012,25,8.8,49.8,145.696,27.6269,43.3479,21.0244,78.8485,64.3985,13.7587,35.1251,1.167,6.497,1.333,3.097,2.167,4.409,1.333,5.244,0.167,4.487,19,42,65,7,3,2,5,9.2,12,0,0,0,1,0,0,0,0,0,1,0,1,1
"6936",48.0417,24.5,91.5208,40.5,67,54,42,28.6,20,1.378,0.3965,25.5,17.2,42.4,159.259,40.3564,35.5469,21.4268,69.4474,55.7537,13.613,35.2272,2.167,3.883,1.833,3.05,5.833,3.985,1.667,3.775,0.5,4.785,28,42,39,5,3,2,6,12,11.5,0,0,1,1,1,0,1,0.5,1,1,1,0,1
"6937",37.3472,30.6667,83.5208,51.6667,65,50,40,29.4,22.8,0.081,0.3277,29.8,17.4,36.9,174.804,46.5342,39.7894,27.7835,78.7114,67.3863,11.5362,39.174,2,5.736,3.167,4.588,7.5,4.211,0,4.344,0,4.48,20,42,20,7,3,2,4.1,7.6,12.2,0,1,1,0,1,0,0.5,0.5,0.5,1,1,0,1
"6939",26.6667,22.5,86.2167,68,49,32,25,19.6,19,0.185,1.1142,25.6,13.7,23.8,164.066,29.9232,23.4698,18.4535,59.1834,41.2441,18.0362,36.0272,0.5,3.31,0.333,4.552,8.5,4.678,0,3.473,0,4.096,14,10,10,7,3,2,4,9,8,0,0,1,0,0,0,NA,0.5,0,1,0,0,1
"6940",26.8333,24.6667,94.1944,70,49,32,28,18.8,18.2,0.096,1.2245,25.1,12.5,28.7,170.529,42.3391,24.4549,16.0894,62.3651,40.03,22.0091,38.0073,3.333,4.988,5,5.913,6.8,4.514,2.833,6.065,1.833,5.97,11,11,9,7,4,2,3.5,7.2,5.2,0,1,1,1,1,0,0.5,0.5,1,1,1,0,0
"6942",25,20.8333,65,60.1667,46,29,29,20.4,17.4,0.144,1.0632,24.9,14.8,24.2,165.273,35.6868,25.1234,21.586,64.0821,46.7273,17.9245,39.3026,0.167,4.318,0.167,4.23,8.5,2.348,0.333,4.203,0.167,4.755,15,10,13,5,3,2,4.2,9.6,10.2,0,1,1,0,0,1,1,0.5,0.5,1,0,0,0
"6943",31.6667,23.5,NA,51.3333,49,37,32,19.8,15.5,0.162,0.8388,25.1,10.6,26,153.086,30.8001,24.3945,18.7025,60.3371,43.0789,17.0501,35.8733,0.5,4.223,2.333,4.452,6.333,3.443,0.167,3.911,1.5,4.923,15,13,15,7,3,3,3.6,9.6,9.6,0,0,1,1,1,1,0.5,0.5,0.75,1,0,0,1
"6944",28,21.3333,79.6083,46.3333,49,37,32,17.4,14.3,0.203,1.1036,24.3,11.1,22.8,153.702,39.6698,24.4424,25.277,64.7063,50.1927,17.0717,38.997,0.333,5.94,1.833,3.492,6.333,4.507,1,4.547,1.833,4.374,16,11,12,5,3,3,3.6,8.5,10.5,0,1,0,1,1,1,1,0.75,0.75,1,0,0,1
"6945",40.2014,33,104.292,64.3333,55,53,59,NA,NA,0.858,1.258,32.1,17.3,38.9,185.457,32.4302,40.4885,38.4033,89.4564,78.6845,11.4254,49.5743,0.5,1.86,0.333,4.935,2.833,4.682,0,2.899,0.333,4.522,18,60,80,7,3,2,4,7,10,0,0,0,0,1,0,1,0.5,1,1,0,0,1
"6946",32.8403,29.8333,102.442,64.8333,62,45,34,22,21.9,0.038,0.816,26.9,17.8,27.7,176.671,30.3183,31.2434,21.5941,69.1273,52.9199,16.0501,37.8208,0.667,5.54,7,4.847,8.833,3.803,0.333,5.347,0.833,4.844,22,27,16,7,3,2,3.2,8,10.1,0,0,0,0,0,1,1,0.75,1.5,1,0,0,0
"6951",44.0417,25.6667,87.5139,47.1667,68,50,35,24.4,34.5,0.661,2.4586,27.2,21.6,35.5,154.813,21.7027,34.0625,20.8772,71.4362,55.2288,16.2029,37.3443,3.667,3.096,1.833,3.445,5,4.655,3.333,2.966,0.833,3.314,26,31,21,7,4,2,5.5,6.5,9.2,0,0,1,0,1,0,1,1,1,0,0,1,1
"6956",51.2083,27.1667,90.3542,50,69,67,41,NA,19.2,1.3,2.2153,28.1,18.8,42.5,160.55,28.3175,45.6066,28.0164,85.6798,73.5789,12.0083,40.0544,4.667,4.244,3.833,4.977,7,5.158,4.5,5.184,4.167,4.353,26,39,25,7,4,2,3.1,6,9.8,1,1,1,0,0,0,1.5,1,1,0,0,0,1
"6957",44.3681,28.8333,101.201,47,84,NA,55,47.2,24.1,2.175,2.234,29.7,19.6,45.1,162.601,24.3434,54.4853,21.9776,91.2753,76.3725,14.592,36.7066,2.25,2.068,0.333,1.409,8,4.78,2,5.907,1.5,3.893,15,NA,46,7,NA,3,1.5,NA,9.8,1,NA,0,0,NA,0,1,NA,0.75,0,NA,0,0
"6958",27.1667,23.1667,102.542,50,49,31,25,19.4,16.2,3.397,0.4204,25.5,12.9,25.1,163.167,33.5628,24.2279,22.1637,64.5282,46.3328,17.551,40.0871,0.667,3.56,0,3.441,2,5.105,0,2.397,0.5,4.92,16,14,9,7,3,2,6.5,10.8,9.2,0,1,0,1,1,1,0.75,0.5,1,1,1,0,0
"6959",38.0208,29.1667,89.3542,52.3333,51,48,42,28.6,22.7,0.459,0.6573,26.4,16.5,31.5,163.084,32.813,37.3504,23.6135,74.998,61.1569,13.7587,37.6396,0,5.316,2.333,4.295,2,4.442,0.333,4.384,0,4.975,16,34,25,5,3,2,4.5,8.3,10,0,0,0,0,1,0,0,0.5,0.75,0,0,0,1
"6960",24.6667,20.3333,81.8403,38.8333,47,31,25,16.4,14.6,0.241,0.7975,23,13.1,NA,150.914,30.7506,23.2136,17.9194,58.8501,41.0774,17.8695,35.7736,1.833,5.563,0.8,4.554,5,5.204,0.2,3.996,0,4.816,13,12,11,5,3,2,4.5,9,7,0,1,1,1,0,0,0,0.5,0,1,0,0,0
"6961",46.5417,20.1667,73.3333,31.6667,46,47,56,23.8,NA,3.63,1.009,24,10.4,NA,139.717,35.8316,55.5767,26.9776,88.8256,82.5147,7.07637,33.5888,3.333,5.271,3.667,5.288,6.333,5.137,0,3.259,0,4.735,17,39,47,7,3,3,5.7,9.2,10.5,0,0,1,1,0,1,1,0.75,0.75,1,0,0,1
"6962",33.3403,24.5,77,38.8333,52,42,33,21.8,16.8,0.063,1.0127,27.9,11.2,28.6,160.14,27.0246,33.2733,29.1523,76.7473,62.5239,13.7726,43.2537,1.5,4.938,3.667,4.74,9.167,5.963,2,5.961,3.333,5.908,14,24,14,5,3,2,4.2,8.7,10,0,1,1,0,0,0,0.75,1,1.5,1,1,0,1
"6963",50.0417,27,99.7917,37.5,60,66,50,29,17.3,1.371,0.6743,28.7,14.5,41,178.78,29.0857,55.9095,31.1332,105.346,89.2917,16.0415,47.2684,0.833,5.275,2.167,5.061,3.5,4.631,1.667,5.282,1,5.207,25,56,40,5,3,2,11.6,11.4,11,0,1,1,0,0,0,1.5,1.5,1.5,1,0,1,1
"6964",60.8417,32.6667,200,200,93,97,207,79,34.7,0.771,1.0586,33.2,24.4,82,184.659,28.9236,NA,NA,NA,NA,NA,NA,3.833,4.333,3.667,4.837,5.167,5.97,5.5,4.703,3,3.144,40,49,172,7,4,3,4.2,6.5,7,1,1,1,0,0,0,1,0.75,1,0,0,0,0
"6965",200,40,200,80.6667,102,129,81,111.4,33.3,1.793,1.7159,28.1,24.2,90.5,189.574,25.7385,NA,NA,NA,NA,NA,NA,2.667,5.215,1,4.316,2.8,3.93,0.667,3.617,2.167,4.584,31,42,157,5,3,2,3.8,6.8,9.2,0,1,1,0,1,1,0.5,1,1,1,0,0,0
"6966",42.6944,23.8333,96.8611,46.8333,53,58,50,27.8,18.6,0.995,0.8259,26.7,14.4,36,162.518,34.3289,38.2272,22.9341,74.6704,60.4505,13.496,36.4548,1.333,5.368,0,3.975,3.5,3.324,0.667,5.447,0.333,4.893,20,42,39,5,3,2,4.5,9.5,11,0,0,1,0,1,1,1,0.5,0.75,1,0,1,1
"6967",26.8333,21.6667,76.6736,42,44,32,28,19,17.5,0.021,0.798,26.5,12.3,32,154.254,34.9541,29.6221,20.0746,70.47,49.7532,20.6749,40.8352,2.167,4.789,2.167,5.451,7.167,4.61,0.5,4.845,2.667,4.475,13,9,12,5,3,2,3.4,6,11,0,0,0,1,1,1,0,0,0,0,0,0,0
"6968",200,34.5,200,70.8333,71,126,207,98.2,25,2.197,1.0727,NA,NA,200,163.08,24.1876,167.846,NA,NA,NA,NA,NA,0.333,2.906,0,4.025,4.833,4.736,0,3.514,0,3.773,25,61,154,5,3,2,4.3,9,10.5,0,0,0,0,0,1,1,1,1.5,0,0,0,1
"6969",200,33.1667,200,77.5,70,122,250,96.8,24.3,2.777,1.3021,NA,NA,NA,168.641,17.6955,NA,NA,NA,NA,NA,NA,0,1.877,0.167,3.193,4.667,5.826,0,3.617,0.667,2.389,23,60,166,5,3,2,4.4,10.6,11.2,0,0,0,0,1,1,1,1.5,1.5,0,0,0,1
"6970",43.2083,19.8333,69.1667,32.3333,48,45,44,26.4,18.8,3.633,1.2371,25.9,10.6,44.3,136.865,40.484,37.7428,21.0358,73.3895,58.7379,14.5083,35.5925,2.333,4.817,3,3.413,5.167,4.744,1.333,4.507,0,2.905,16,40,55,5,3,2,6,11.5,12,0,0,0,1,1,1,0.75,0.5,0.5,1,1,0,1
"6971",71.375,19.5,92.0278,39.8,51,57,93,44.6,17.4,2.26,1.5324,26.3,10.4,67.8,138.002,35.6479,64.2666,30.1802,101.968,91.9012,9.98768,40.1294,0.167,4.142,0.167,4.511,7,4.402,0,4.373,0,3.267,20,57,63,5,3,2,6.4,9,11.7,0,1,0,0,0,0,0.75,1,1,1,0,0,1
"6972",35.1736,31.3333,73.3333,50.5,63,49,33,26.4,24,0.06,0.2614,28.9,18,33.3,160.559,37.6937,30.8641,21.6523,70.7286,52.6034,17.4952,39.5726,0.833,3.908,0,4.592,7.667,3.783,0.167,3.911,0.5,3.583,23,34,21,5,3,2,4.7,8.5,8.8,0,0,1,0,1,1,NA,0.5,0.5,1,0,0,0
"6973",29.6,27,65.8403,59.5,53,35,35,23.6,21.4,0.045,1.6034,28.2,14.1,27.8,170.599,29.7397,28.6377,22.5358,72.2789,51.2288,21.161,43.7211,2.333,4.056,0.667,4.848,4.667,3.87,0.333,4.844,0.667,5.322,14,15,28,5,3,2,3.2,7.5,10.2,0,1,1,0,0,0,0.5,0,0,0,0,0,0
"6974",200,55.6667,200,161.333,103,151,250,125,58.5,1.346,0.8484,60.3,64,200,176.915,24.3518,162.694,NA,NA,NA,NA,NA,2.167,4.926,4.667,3.8,9.833,4.311,0.667,5.593,0.333,4.814,33,68,184,5,3,2,4.3,8,11.2,0,1,1,0,1,1,1,1,1,0,0,1,1
